7586042,3,15
,7,15
7,8,-15
78,0,15
780,3,-15
7803,1,15
78031,2,-15
780312,4,15
,8,15
8,1,-15
81,3,15
813,2,-15
8132,0,15
81320,6,-15
813206,4,15
,8,2
8,5,2
85,3,2
853,2,2
8532,1,2
85321,7,2
853217,4,2
8532174,0,2
85321740,6,2
,3,15
3,7,-15
37,8,15
378,1,-15
3781,4,15
37814,0,-15
378140,5,15
,5,15
5,7,-15
57,1,15
571,6,-15
5716,8,15
57168,0,-15
571680,2,15
,0,15
0,1,-15
01,5,15
015,3,-15
0153,8,15
01538,7,-15
015387,2,15
,8,15
8,1,-15
81,7,15
817,2,-15
8172,6,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,0,-15
54820,6,15
,1,15
1,5,-15
15,8,15
158,2,-15
1582,6,15
15826,7,-15
158267,4,15
1582674,3,-15
15826743,0,15
,7,-15
7,8,15
78,2,-15
782,3,15
7823,1,-15
78231,0,15
782310,5,-15
7823105,6,15
,3,2
3,5,2
35,1,2
351,7,2
3517,8,2
35178,0,2
351780,4,2
3517804,2,2
35178042,6,2
,1,15
1,6,-15
16,8,15
168,0,-15
1680,3,15
16803,2,-15
168032,4,15
1680324,5,-15
16803245,7,15
,6,-15
6,5,15
65,7,-15
657,8,15
6578,0,-15
65780,2,15
,8,-15
8,6,15
86,4,-15
864,0,15
8640,1,-15
86401,3,15
,4,15
4,8,-15
48,0,15
480,2,-15
4802,5,15
48025,1,-15
480251,3,15
,8,2
8,0,2
80,1,2
801,2,2
8012,6,2
80126,7,2
801267,5,2
8012675,4,2
80126754,3,2
,6,15
6,4,-15
64,2,15
642,3,-15
6423,5,15
64235,1,-15
642351,8,15
,2,15
2,7,-15
27,8,15
278,6,-15
2786,5,15
,8,-15
8,1,15
81,6,-15
816,7,15
8167,2,-15
81672,4,15
,7,-15
7,3,15
73,5,-15
735,0,15
7350,1,-15
73501,6,15
,8,-15
8,2,15
82,6,-15
826,7,15
8267,3,-15
82673,0,15
826730,4,-15
8267304,1,15
,8,-15
8,4,15
84,3,-15
843,6,15
8436,5,-15
84365,2,15
,3,15
3,5,-15
35,0,15
350,1,-15
3501,6,15
,8,15
8,1,-15
81,6,15
816,0,-15
8160,7,15
,6,15
6,8,-15
68,0,15
680,1,-15
6801,3,15
,5,-15
5,7,15
57,8,-15
578,2,15
5782,6,-15
57826,0,15
578260,4,-15
5782604,1,15
,4,15
4,8,-15
48,2,15
482,3,-15
4823,6,15
,6,2
6,8,2
68,2,2
682,4,2
6824,0,2
68240,1,2
682401,7,2
6824017,3,2
68240173,5,2
,7,-15
7,1,15
71,8,-15
718,6,15
7186,5,-15
71865,2,15
718652,4,-15
7186524,0,15
,7,15
7,5,-15
75,0,15
750,3,-15
7503,4,15
75034,8,-15
750348,1,15
,8,-15
8,7,15
87,5,-15
875,2,15
8752,6,-15
87526,4,15
875264,0,-15
8752640,1,15
,6,15
6,0,-15
60,3,15
603,4,-15
6034,8,15
60348,2,-15
603482,7,15
,7,2
7,6,2
76,4,2
764,1,2
7641,3,2
76413,5,2
764135,2,2
7641352,0,2
76413520,8,2
,0,15
0,1,-15
01,4,15
014,8,-15
0148,5,15
01485,3,-15
014853,2,15
0148532,7,-15
01485327,6,15
,7,-15
7,6,15
76,5,-15
765,4,15
7654,8,-15
76548,2,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,0,-15
54820,6,15
,8,15
8,2,-15
82,4,15
824,0,-15
8240,1,15
82401,6,-15
824016,7,15
,5,2
5,8,2
58,0,2
580,2,2
5802,6,2
58026,3,2
580263,1,2
5802631,7,2
58026317,4,2
,7,-15
7,2,15
72,5,-15
725,6,15
7256,1,-15
72561,4,15
,5,15
5,7,-15
57,8,15
578,0,-15
5780,2,15
,6,-15
6,1,15
61,3,-15
613,0,15
6130,4,-15
61304,2,15
,1,15
1,8,-15
18,7,15
187,5,-15
1875,4,15
,8,-15
8,2,15
82,6,-15
826,7,15
8267,3,-15
82673,0,15
826730,5,-15
8267305,1,15
,1,15
1,7,-15
17,0,15
170,4,-15
1704,2,15
,7,-15
7,4,15
74,8,-15
748,6,15
7486,0,-15
74860,2,15
,2,15
2,8,-15
28,7,15
287,5,-15
2875,4,15
28754,0,-15
287540,1,15
,8,-15
8,0,15
80,1,-15
801,3,15
8013,4,-15
80134,6,15
,7,-15
7,2,15
72,6,-15
726,8,15
7268,1,-15
72681,5,15
,5,2
5,8,2
58,0,2
580,1,2
5801,7,2
58017,2,2
580172,4,2
5801724,3,2
58017243,6,2
,5,15
5,8,-15
58,1,15
581,2,-15
5812,6,15
58126,0,-15
581260,4,15
5812604,3,-15
58126043,7,15
,7,2
7,6,2
76,4,2
764,1,2
7641,5,2
76415,3,2
764153,0,2
7641530,8,2
76415308,2,2
,8,-15
8,1,15
81,5,-15
815,2,15
8152,7,-15
81527,0,15
,8,2
8,5,2
85,4,2
854,0,2
8540,1,2
85401,7,2
854017,6,2
8540176,2,2
85401762,3,2
,5,15
5,7,-15
57,3,15
573,8,-15
5738,4,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,1,-15
54821,6,15
,6,2
6,3,2
63,4,2
634,2,2
6342,5,2
63425,0,2
634250,1,2
6342501,7,2
63425017,8,2
,3,15
3,8,-15
38,5,15
385,2,-15
3852,4,15
,6,-15
6,5,15
65,7,-15
657,8,15
6578,2,-15
65782,4,15
657824,1,-15
6578241,3,15
,0,15
0,1,-15
01,6,15
016,5,-15
0165,3,15
,5,-15
5,2,15
52,8,-15
528,1,15
5281,6,-15
52816,0,15
,7,2
7,3,2
73,5,2
735,8,2
7358,1,2
73581,4,2
735814,0,2
7358140,2,2
73581402,6,2
,0,15
0,1,-15
01,7,15
017,4,-15
0174,6,15
01746,2,-15
017462,3,15
,8,-15
8,6,15
86,2,-15
862,5,15
8625,4,-15
86254,0,15
862540,1,-15
8625401,3,15
,8,-15
8,1,15
81,6,-15
816,7,15
8167,4,-15
81674,0,15
816740,3,-15
8167403,2,15
,8,-15
8,6,15
86,5,-15
865,2,15
8652,3,-15
86523,4,15
,7,2
7,8,2
78,5,2
785,4,2
7854,0,2
78540,1,2
785401,6,2
7854016,3,2
78540163,2,2
,5,-15
5,3,15
53,6,-15
536,1,15
5361,4,-15
53614,2,15
536142,8,-15
5361428,0,15
,8,2
8,0,2
80,1,2
801,6,2
8016,3,2
80163,4,2
801634,2,2
8016342,5,2
80163425,7,2
,7,15
7,5,-15
75,1,15
751,6,-15
7516,4,15
,7,15
7,8,-15
78,1,15
781,6,-15
7816,4,15
,6,15
6,7,-15
67,2,15
672,8,-15
6728,4,15
,6,2
6,8,2
68,0,2
680,3,2
6803,2,2
68032,1,2
680321,7,2
6803217,4,2
68032174,5,2
,5,15
5,7,-15
57,6,15
576,1,-15
5761,4,15
57614,8,-15
576148,3,15
,6,15
6,1,-15
61,4,15
614,8,-15
6148,2,15
,7,15
7,5,-15
75,1,15
751,8,-15
7518,4,15
,8,-15
8,4,15
84,0,-15
840,5,15
8405,2,-15
84052,3,15
,8,15
8,0,-15
80,4,15
804,5,-15
8045,1,15
80451,2,-15
804512,7,15
,7,15
7,6,-15
76,3,15
763,8,-15
7638,0,15
76380,1,-15
763801,5,15
7638015,2,-15
76380152,4,15
,0,15
0,1,-15
01,6,15
016,7,-15
0167,3,15
,7,15
7,8,-15
78,6,15
786,2,-15
7862,5,15
78625,3,-15
786253,1,15
7862531,0,-15
78625310,4,15
,7,-15
7,2,15
72,6,-15
726,8,15
7268,5,-15
72685,4,15
726854,3,-15
7268543,0,15
,3,15
3,7,-15
37,0,15
370,1,-15
3701,6,15
,7,15
7,5,-15
75,3,15
753,6,-15
7536,2,15
75362,0,-15
753620,4,15
7536204,8,-15
75362048,1,15
,6,2
6,3,2
63,1,2
631,0,2
6310,8,2
63108,7,2
631087,5,2
6310875,2,2
63108752,4,2
,5,15
5,7,-15
57,6,15
576,4,-15
5764,1,15
57641,3,-15
576413,2,15
5764132,0,-15
57641320,8,15
,7,-15
7,3,15
73,8,-15
738,6,15
7386,2,-15
73862,0,15
,6,-15
6,8,15
68,1,-15
681,3,15
6813,0,-15
68130,2,15
681302,7,-15
6813027,5,15
,5,15
5,8,-15
58,0,15
580,1,-15
5801,3,15
58013,7,-15
580137,6,15
,8,-15
8,4,15
84,3,-15
843,0,15
8430,5,-15
84305,2,15
843052,6,-15
8430526,1,15
,2,15
2,7,-15
27,5,15
275,6,-15
2756,8,15
,7,-15
7,2,15
72,8,-15
728,6,15
7286,0,-15
72860,4,15
,3,15
3,7,-15
37,0,15
370,1,-15
3701,6,15
,7,2
7,6,2
76,2,2
762,1,2
7621,8,2
76218,5,2
762185,4,2
7621854,0,2
76218540,3,2
,3,15
3,6,-15
36,4,15
364,1,-15
3641,5,15
,7,-15
7,6,15
76,0,-15
760,4,15
7604,8,-15
76048,2,15
,8,-15
8,0,15
80,1,-15
801,3,15
8013,5,-15
80135,6,15
,7,15
7,5,-15
75,0,15
750,2,-15
7502,8,15
75028,6,-15
750286,4,15
,8,-15
8,6,15
86,2,-15
862,5,15
8625,7,-15
86257,4,15
862574,0,-15
8625740,3,15
,7,-15
7,5,15
75,8,-15
758,6,15
7586,0,-15
75860,4,15
758604,1,-15
7586041,3,15
,3,15
3,6,-15
36,4,15
364,8,-15
3648,5,15
,6,15
6,3,-15
63,4,15
634,8,-15
6348,2,15
,6,-15
6,5,15
65,7,-15
657,8,15
6578,2,-15
65782,4,15
657824,0,-15
6578240,3,15
,6,-15
6,5,15
65,7,-15
657,8,15
6578,0,-15
65780,2,15
,1,15
1,7,-15
17,8,15
178,2,-15
1782,4,15
17824,5,-15
178245,0,15
,4,15
4,8,-15
48,7,15
487,1,-15
4871,6,15
48716,3,-15
487163,2,15
,8,15
8,1,-15
81,2,15
812,5,-15
8125,0,15
81250,7,-15
812507,4,15
,4,15
4,8,-15
48,0,15
480,7,-15
4807,6,15
48076,5,-15
480765,3,15
,4,15
4,8,-15
48,2,15
482,1,-15
4821,6,15
,1,15
1,5,-15
15,0,15
150,3,-15
1503,2,15
,8,15
8,2,-15
82,6,15
826,1,-15
8261,7,15
,7,-15
7,1,15
71,5,-15
715,4,15
7154,8,-15
71548,6,15
715486,0,-15
7154860,2,15
,6,-15
6,1,15
61,4,-15
614,2,15
6142,3,-15
61423,0,15
,1,15
1,8,-15
18,2,15
182,5,-15
1825,0,15
,8,2
8,7,2
87,5,2
875,2,2
8752,6,2
87526,3,2
875263,0,2
8752630,4,2
87526304,1,2
,5,-15
5,1,15
51,6,-15
516,0,15
5160,7,-15
51607,2,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,1,-15
54821,6,15
,6,15
6,8,-15
68,7,15
687,1,-15
6871,2,15
68712,5,-15
687125,4,15
,0,15
0,1,-15
01,7,15
017,5,-15
0175,3,15
01753,8,-15
017538,6,15
,0,15
0,1,-15
01,2,15
012,5,-15
0125,6,15
01256,8,-15
012568,3,15
,5,15
5,7,-15
57,6,15
576,4,-15
5764,1,15
57641,0,-15
576410,8,15
5764108,3,-15
57641083,2,15
,7,-15
7,5,15
75,6,-15
756,8,15
7568,0,-15
75680,2,15
,8,-15
8,6,15
86,4,-15
864,0,15
8640,1,-15
86401,3,15
,6,15
6,5,-15
65,1,15
651,3,-15
6513,4,15
65134,8,-15
651348,7,15
,2,15
2,5,-15
25,1,15
251,7,-15
2517,0,15
,5,15
5,8,-15
58,7,15
587,2,-15
5872,4,15
58724,0,-15
587240,3,15
,0,15
0,1,-15
01,5,15
015,2,-15
0152,3,15
01523,7,-15
015237,6,15
,8,2
8,7,2
87,6,2
876,3,2
8763,1,2
87631,4,2
876314,5,2
8763145,2,2
87631452,0,2
,1,2
1,7,2
17,5,2
175,8,2
1758,6,2
17586,3,2
175863,4,2
1758634,2,2
17586342,0,2
,1,15
1,5,-15
15,7,15
157,8,-15
1578,4,15
,6,-15
6,2,15
62,3,-15
623,0,15
6230,5,-15
62305,1,15
,6,-15
6,4,15
64,0,-15
640,3,15
6403,7,-15
64037,5,15
,8,15
8,1,-15
81,6,15
816,0,-15
8160,7,15
,3,2
3,6,2
36,2,2
362,4,2
3624,7,2
36247,5,2
362475,1,2
3624751,0,2
36247510,8,2
,6,2
6,2,2
62,4,2
624,8,2
6248,5,2
62485,3,2
624853,1,2
6248531,7,2
62485317,0,2
,4,15
4,8,-15
48,5,15
485,0,-15
4850,3,15
,7,15
7,6,-15
76,3,15
763,0,-15
7630,4,15
76304,1,-15
763041,5,15
,5,15
5,8,-15
58,3,15
583,1,-15
5831,4,15
,7,-15
7,1,15
71,5,-15
715,3,15
7153,8,-15
71538,6,15
715386,4,-15
7153864,0,15
,1,15
1,6,-15
16,0,15
160,4,-15
1604,2,15
,3,15
3,8,-15
38,4,15
384,5,-15
3845,2,15
38452,1,-15
384521,6,15
,7,-15
7,8,15
78,0,-15
780,5,15
7805,1,-15
78051,2,15
,6,2
6,3,2
63,8,2
638,7,2
6387,5,2
63875,2,2
638752,0,2
6387520,4,2
63875204,1,2
,8,15
8,0,-15
80,4,15
804,6,-15
8046,3,15
80463,2,-15
804632,5,15
,8,2
8,2,2
82,6,2
826,7,2
8267,1,2
82671,3,2
826713,4,2
8267134,0,2
82671340,5,2
,7,-15
7,8,15
78,1,-15
781,4,15
7814,0,-15
78140,2,15
781402,6,-15
7814026,5,15
,6,-15
6,0,15
60,1,-15
601,8,15
6018,5,-15
60185,4,15
,5,-15
5,8,15
58,0,-15
580,1,15
5801,2,-15
58012,7,15
580127,6,-15
5801276,4,15
,2,15
2,6,-15
26,7,15
267,0,-15
2670,3,15
26703,8,-15
267038,4,15
2670384,1,-15
26703841,5,15
,7,15
7,6,-15
76,8,15
768,2,-15
7682,4,15
76824,0,-15
768240,1,15
,2,2
2,6,2
26,0,2
260,1,2
2601,7,2
26017,8,2
260178,5,2
2601785,3,2
26017853,4,2
,4,15
4,8,-15
48,2,15
482,1,-15
4821,6,15
,7,-15
7,4,15
74,8,-15
748,6,15
7486,1,-15
74861,2,15
,7,2
7,8,2
78,0,2
780,1,2
7801,2,2
78012,4,2
780124,6,2
7801246,3,2
78012463,5,2
,5,-15
5,2,15
52,8,-15
528,6,15
5286,3,-15
52863,4,15
,6,15
6,3,-15
63,4,15
634,8,-15
6348,2,15
,8,15
8,0,-15
80,2,15
802,3,-15
8023,5,15
,0,15
0,1,-15
01,2,15
012,8,-15
0128,3,15
01283,4,-15
012834,6,15
,8,15
8,5,-15
85,3,15
853,7,-15
8537,0,15
85370,6,-15
853706,2,15
8537062,1,-15
85370621,4,15
,1,15
1,6,-15
16,2,15
162,3,-15
1623,0,15
,8,-15
8,5,15
85,2,-15
852,7,15
8527,0,-15
85270,1,15
852701,3,-15
8527013,4,15
,6,2
6,7,2
67,1,2
671,8,2
6718,0,2
67180,2,2
671802,5,2
6718025,3,2
67180253,4,2
,6,2
6,7,2
67,5,2
675,2,2
6752,1,2
67521,0,2
675210,4,2
6752104,3,2
67521043,8,2
,8,2
8,0,2
80,1,2
801,7,2
8017,6,2
80176,3,2
801763,5,2
8017635,2,2
80176352,4,2
,7,-15
7,8,15
78,2,-15
782,5,15
7825,6,-15
78256,4,15
782564,3,-15
7825643,0,15
,5,15
5,8,-15
58,7,15
587,0,-15
5870,4,15
58704,1,-15
587041,3,15
,7,15
7,6,-15
76,4,15
764,0,-15
7640,1,15
,7,-15
7,0,15
70,1,-15
701,4,15
7014,8,-15
70148,6,15
701486,3,-15
7014863,2,15
,1,15
1,6,-15
16,2,15
162,3,-15
1623,0,15
,8,15
8,2,-15
82,1,15
821,7,-15
8217,3,15
82173,0,-15
821730,5,15
8217305,6,-15
82173056,4,15
,5,15
5,8,-15
58,4,15
584,0,-15
5840,3,15
,2,15
2,5,-15
25,1,15
251,8,-15
2518,0,15
,5,-15
5,0,15
50,2,-15
502,8,15
5028,1,-15
50281,4,15
,8,15
8,2,-15
82,6,15
826,1,-15
8261,7,15
,8,15
8,1,-15
81,2,15
812,6,-15
8126,5,15
,8,15
8,0,-15
80,1,15
801,2,-15
8012,7,15
80127,4,-15
801274,6,15
,5,2
5,2,2
52,8,2
528,3,2
5283,6,2
52836,7,2
528367,4,2
5283674,0,2
52836740,1,2
,7,-15
7,0,15
70,1,-15
701,4,15
7014,8,-15
70148,6,15
701486,3,-15
7014863,2,15
,5,15
5,7,-15
57,0,15
570,1,-15
5701,4,15
57014,8,-15
570148,3,15
,7,15
7,6,-15
76,4,15
764,3,-15
7643,1,15
,5,15
5,8,-15
58,3,15
583,0,-15
5830,4,15
,0,2
0,1,2
01,2,2
012,4,2
0124,7,2
01247,3,2
012473,5,2
0124735,8,2
01247358,6,2
,8,15
8,0,-15
80,2,15
802,7,-15
8027,5,15
,6,-15
6,3,15
63,1,-15
631,4,15
6314,8,-15
63148,5,15
,3,2
3,6,2
36,2,2
362,5,2
3625,7,2
36257,1,2
362571,0,2
3625710,8,2
36257108,4,2
,3,15
3,6,-15
36,1,15
361,4,-15
3614,2,15
36142,0,-15
361420,8,15
3614208,7,-15
36142087,5,15
,8,2
8,5,2
85,4,2
854,0,2
8540,1,2
85401,7,2
854017,6,2
8540176,2,2
85401762,3,2
,7,-15
7,1,15
71,5,-15
715,2,15
7152,6,-15
71526,0,15
,5,15
5,8,-15
58,6,15
586,7,-15
5867,4,15
58674,1,-15
586741,3,15
,6,-15
6,8,15
68,2,-15
682,4,15
6824,5,-15
68245,0,15
,1,15
1,5,-15
15,2,15
152,7,-15
1527,0,15
,1,15
1,8,-15
18,3,15
183,7,-15
1837,6,15
18376,5,-15
183765,0,15
,7,-15
7,4,15
74,8,-15
748,6,15
7486,0,-15
74860,2,15
,7,-15
7,5,15
75,6,-15
756,8,15
7568,1,-15
75681,2,15
,0,2
0,1,2
01,2,2
012,4,2
0124,7,2
01247,3,2
012473,5,2
0124735,8,2
01247358,6,2
,6,-15
6,3,15
63,8,-15
638,7,15
6387,0,-15
63870,4,15
638704,2,-15
6387042,5,15
,5,15
5,8,-15
58,6,15
586,3,-15
5863,2,15
58632,4,-15
586324,0,15
5863240,7,-15
58632407,1,15
,0,15
0,1,-15
01,5,15
015,2,-15
0152,8,15
01528,7,-15
015287,4,15
,7,-15
7,4,15
74,8,-15
748,6,15
7486,5,-15
74865,2,15
,1,15
1,8,-15
18,5,15
185,4,-15
1854,0,15
18540,3,-15
185403,2,15
,1,15
1,5,-15
15,6,15
156,3,-15
1563,4,15
15634,8,-15
156348,7,15
,7,-15
7,4,15
74,8,-15
748,6,15
7486,1,-15
74861,2,15
,0,15
0,1,-15
01,8,15
018,3,-15
0183,4,15
,6,2
6,3,2
63,5,2
635,4,2
6354,7,2
63547,8,2
635478,0,2
6354780,2,2
63547802,1,2
,8,2
8,3,2
83,5,2
835,2,2
8352,6,2
83526,7,2
835267,1,2
8352671,4,2
83526714,0,2
,2,15
2,5,-15
25,3,15
253,6,-15
2536,0,15
25360,1,-15
253601,8,15
2536018,7,-15
25360187,4,15
,5,2
5,3,2
53,7,2
537,8,2
5378,1,2
53781,4,2
537814,0,2
5378140,2,2
53781402,6,2
,6,2
6,0,2
60,1,2
601,2,2
6012,5,2
60125,3,2
601253,8,2
6012538,7,2
60125387,4,2
,6,15
6,1,-15
61,5,15
615,2,-15
6152,0,15
61520,8,-15
615208,3,15
,5,15
5,7,-15
57,1,15
571,8,-15
5718,6,15
57186,4,-15
571864,0,15
5718640,3,-15
57186403,2,15
,3,15
3,7,-15
37,1,15
371,5,-15
3715,0,15
37150,4,-15
371504,2,15
,5,-15
5,1,15
51,6,-15
516,4,15
5164,8,-15
51648,7,15
,8,-15
8,4,15
84,1,-15
841,5,15
8415,3,-15
84153,6,15
841536,0,-15
8415360,2,15
,6,15
6,1,-15
61,8,15
618,2,-15
6182,7,15
,2,15
2,5,-15
25,4,15
254,0,-15
2540,6,15
,7,2
7,6,2
76,0,2
760,3,2
7603,4,2
76034,1,2
760341,5,2
7603415,8,2
76034158,2,2
,8,-15
8,4,15
84,3,-15
843,7,15
8437,1,-15
84371,6,15
843716,0,-15
8437160,2,15
,1,15
1,6,-15
16,4,15
164,2,-15
1642,7,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,1,-15
54821,6,15
,6,15
6,4,-15
64,7,15
647,5,-15
6475,8,15
,8,2
8,0,2
80,1,2
801,7,2
8017,4,2
80174,2,2
801742,3,2
8017423,5,2
80174235,6,2
,7,15
7,5,-15
75,1,15
751,6,-15
7516,4,15
,8,15
8,0,-15
80,5,15
805,2,-15
8052,1,15
80521,6,-15
805216,3,15
8052163,7,-15
80521637,4,15
,7,15
7,8,-15
78,1,15
781,6,-15
7816,4,15
,5,-15
5,2,15
52,6,-15
526,1,15
5261,4,-15
52614,0,15
,3,15
3,7,-15
37,0,15
370,1,-15
3701,6,15
,8,2
8,7,2
87,5,2
875,2,2
8752,6,2
87526,4,2
875264,1,2
8752641,3,2
87526413,0,2
,8,-15
8,1,15
81,7,-15
817,6,15
8176,5,-15
81765,2,15
817652,0,-15
8176520,4,15
,5,15
5,8,-15
58,4,15
584,6,-15
5846,3,15
,6,2
6,2,2
62,5,2
625,7,2
6257,8,2
62578,0,2
625780,1,2
6257801,4,2
62578014,3,2
,6,15
6,5,-15
65,4,15
654,8,-15
6548,2,15
,5,-15
5,1,15
51,6,-15
516,7,15
5167,0,-15
51670,4,15
,7,-15
7,0,15
70,1,-15
701,4,15
7014,8,-15
70148,6,15
701486,3,-15
7014863,2,15
,5,2
5,3,2
53,8,2
538,2,2
5382,6,2
53826,7,2
538267,4,2
5382674,0,2
53826740,1,2
,1,-15
1,6,15
16,3,-15
163,8,15
1638,7,-15
16387,4,15
163874,0,-15
1638740,2,15
,0,15
0,1,-15
01,4,15
014,8,-15
0148,3,15
01483,5,-15
014835,6,15
,6,15
6,2,-15
62,7,15
627,4,-15
6274,8,15
,6,15
6,4,-15
64,0,15
640,1,-15
6401,3,15
,5,15
5,8,-15
58,7,15
587,0,-15
5870,4,15
58704,2,-15
587042,3,15
,5,-15
5,1,15
51,8,-15
518,2,15
5182,6,-15
51826,0,15
,2,15
2,7,-15
27,4,15
274,0,-15
2740,6,15
,8,-15
8,3,15
83,7,-15
837,6,15
8376,2,-15
83762,0,15
,8,-15
8,1,15
81,6,-15
816,7,15
8167,4,-15
81674,0,15
816740,5,-15
8167405,2,15
,4,15
4,8,-15
48,5,15
485,0,-15
4850,3,15
,3,15
3,5,-15
35,7,15
357,6,-15
3576,1,15
35761,8,-15
357618,4,15
,5,2
5,1,2
51,7,2
517,6,2
5176,2,2
51762,8,2
517628,4,2
5176284,3,2
51762843,0,2
,5,2
5,3,2
53,6,2
536,2,2
5362,1,2
53621,4,2
536214,7,2
5362147,8,2
53621478,0,2
,8,2
8,4,2
84,3,2
843,6,2
8436,2,2
84362,5,2
843625,0,2
8436250,1,2
84362501,7,2
,8,15
8,1,-15
81,6,15
816,0,-15
8160,7,15
,6,2
6,7,2
67,4,2
674,2,2
6742,1,2
67421,8,2
674218,5,2
6742185,3,2
67421853,0,2
,5,2
5,2,2
52,6,2
526,4,2
5264,0,2
52640,3,2
526403,7,2
5264037,8,2
52640378,1,2
,5,2
5,7,2
57,6,2
576,2,2
5762,1,2
57621,4,2
576214,3,2
5762143,0,2
57621430,8,2
,7,2
7,3,2
73,5,2
735,6,2
7356,0,2
73560,1,2
735601,4,2
7356014,8,2
73560148,2,2
,7,-15
7,5,15
75,8,-15
758,6,15
7586,1,-15
75861,4,15
758614,3,-15
7586143,2,15
,6,-15
6,5,15
65,8,-15
658,7,15
6587,0,-15
65870,3,15
658703,2,-15
6587032,4,15
,0,15
0,1,-15
01,7,15
017,4,-15
0174,3,15
01743,2,-15
017432,6,15
,8,-15
8,2,15
82,6,-15
826,7,15
8267,3,-15
82673,0,15
826730,4,-15
8267304,1,15
,5,-15
5,6,15
56,1,-15
561,7,15
5617,2,-15
56172,8,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,3,-15
54823,6,15
,6,2
6,2,2
62,4,2
624,0,2
6240,1,2
62401,7,2
624017,5,2
6240175,3,2
62401753,8,2
,6,-15
6,2,15
62,0,-15
620,3,15
6203,7,-15
62037,8,15
620378,1,-15
6203781,5,15
,8,-15
8,4,15
84,2,-15
842,5,15
8425,7,-15
84257,3,15
,8,-15
8,1,15
81,6,-15
816,7,15
8167,2,-15
81672,4,15
,8,-15
8,5,15
85,3,-15
853,7,15
8537,2,-15
85372,4,15
853724,0,-15
8537240,1,15
,6,2
6,7,2
67,1,2
671,4,2
6714,5,2
67145,2,2
671452,0,2
6714520,3,2
67145203,8,2
,1,15
1,7,-15
17,0,15
170,8,-15
1708,2,15
,2,15
2,7,-15
27,5,15
275,6,-15
2756,8,15
,4,15
4,8,-15
48,2,15
482,3,-15
4823,6,15
,6,15
6,3,-15
63,1,15
631,0,-15
6310,8,15
63108,7,-15
631087,2,15
6310872,5,-15
63108725,4,15
,6,-15
6,1,15
61,2,-15
612,4,15
6124,8,-15
61248,7,15
,3,15
3,8,-15
38,6,15
386,0,-15
3860,4,15
38604,5,-15
386045,2,15
,8,-15
8,1,15
81,5,-15
815,2,15
8152,7,-15
81527,0,15
,8,-15
8,2,15
82,7,-15
827,6,15
8276,4,-15
82764,1,15
827641,3,-15
8276413,0,15
,0,15
0,1,-15
01,3,15
013,5,-15
0135,6,15
,6,15
6,0,-15
60,4,15
604,5,-15
6045,2,15
,8,-15
8,5,15
85,0,-15
850,4,15
8504,2,-15
85042,3,15
,5,-15
5,4,15
54,8,-15
548,2,15
5482,0,-15
54820,6,15
,0,2
0,1,2
01,5,2
015,3,2
0153,4,2
01534,8,2
015348,7,2
0153487,2,2
01534872,6,2
,3,15
3,6,-15
36,4,15
364,2,-15
3642,5,15
,0,15
0,1,-15
01,7,15
017,4,-15
0174,2,15
01742,3,-15
017423,5,15
0174235,6,-15
01742356,8,15
,7,2
7,6,2
76,4,2
764,1,2
7641,3,2
76413,5,2
764135,8,2
7641358,0,2
76413580,2,2
,6,15
6,3,-15
63,8,15
638,7,-15
6387,2,15
63872,5,-15
638725,4,15
,6,15
6,2,-15
62,8,15
628,1,-15
6281,7,15
,3,15
3,8,-15
38,1,15
381,5,-15
3815,2,15
38152,6,-15
381526,0,15
,8,-15
8,2,15
82,5,-15
825,0,15
8250,3,-15
82503,1,15
,8,-15
8,4,15
84,2,-15
842,5,15
8425,6,-15
84256,3,15
,0,15
0,1,-15
01,5,15
015,3,-15
0153,8,15
01538,4,-15
015384,2,15
,8,15
8,1,-15
81,0,15
810,3,-15
8103,4,15
,5,15
5,8,-15
58,4,15
584,6,-15
5846,3,15
,3,15
3,8,-15
38,6,15
386,2,-15
3862,0,15
,0,15
0,1,-15
01,8,15
018,5,-15
0185,4,15
,7,2
7,8,2
78,3,2
783,5,2
7835,2,2
78352,6,2
783526,0,2
7835260,1,2
78352601,4,2
,7,-15
7,8,15
78,1,-15
781,4,15
7814,0,-15
78140,2,15
781402,3,-15
7814023,5,15
,5,-15
5,0,15
50,3,-15
503,4,15
5034,8,-15
50348,2,15
503482,7,-15
5034827,1,15
,7,-15
7,1,15
71,8,-15
718,6,15
7186,0,-15
71860,4,15
718604,5,-15
7186045,2,15
,4,15
4,8,-15
48,6,15
486,1,-15
4861,2,15
,2,15
2,7,-15
27,6,15
276,0,-15
2760,4,15
,6,15
6,5,-15
65,8,15
658,7,-15
6587,1,15
65871,2,-15
658712,0,15
6587120,3,-15
65871203,4,15
,3,2
3,6,2
36,2,2
362,5,2
3625,4,2
36254,8,2
362548,7,2
3625487,1,2
36254871,0,2
,5,-15
5,4,15
54,8,-15
548,2,15
5482,3,-15
54823,6,15
,5,-15
5,6,15
56,2,-15
562,8,15
5628,1,-15
56281,7,15
,8,-15
8,2,15
82,7,-15
827,6,15
8276,1,-15
